complaint_id,category,subcategory,description,incident_date,date_reported,district,district_code,area,pincode,user_address,status,resolution_time,severity
4828,Crime,Cyber Crime,Chain snatching is increasing in Rampur. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. The local authorities visited once but didn't resolve the issue.,2014-10-25,2015-04-12,Rampur,UP18,Area 3,214994,"113, Colony Road, Area 3, Rampur, 214994",In Progress,,Medium
4829,Road Maintenance,Potholes,"I commute daily in Jhansi, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! People have started protesting due to this persistent problem.",2017-05-17,2017-10-22,Jhansi,UP09,Area 5,262395,"69, Main Street, Area 5, Jhansi, 262395",In Progress,,High
4830,Crime,Theft,"Cyber fraud is rampant in Kanpur. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. We demand an immediate resolution before things get worse.",2017-08-08,2017-09-11,Kanpur,UP02,Area 2,219538,"169, Colony Road, Area 2, Kanpur, 219538",In Progress,,Medium
4831,Crime,Theft,"Cyber fraud is rampant in Basti. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. Other residents in my locality are also facing similar issues.",2015-09-17,2015-10-25,Basti,UP20,Area 5,247041,"82, Bazaar Road, Area 5, Basti, 247041",In Progress,,Medium
4832,Public Transport,Irregular Metro Services,"As a college student in Aligarh, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. The situation is worsening each day, and we need urgent help.",2015-12-25,2016-06-21,Aligarh,UP12,Area 2,270721,"74, Main Street, Area 2, Aligarh, 270721",Pending,,Medium
4833,Public Transport,Fare Overcharging,"As a college student in Noida, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Despite multiple complaints, no action has been taken.",2017-06-03,2017-07-30,Noida,UP10,Area 5,245775,"72, Bazaar Road, Area 5, Noida, 245775",Resolved,25.0,Medium
4834,Water Supply,Contaminated Water,"We haven't had running water in Allahabad for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? Even after assurances from the authorities, nothing has changed.",2018-08-23,2018-11-27,Allahabad,UP04,Area 2,281531,"181, Colony Road, Area 2, Allahabad, 281531",In Progress,,Medium
4835,Electricity Issue,Voltage Fluctuation,"In Gorakhpur, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. Despite multiple complaints, no action has been taken.",2024-11-13,2025-03-03,Gorakhpur,UP05,Area 2,271012,"168, Colony Road, Area 2, Gorakhpur, 271012",Resolved,22.0,Low
4836,Electricity Issue,Billing Issue,"As a shop owner in Firozabad, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. This problem has been ongoing for months with no proper solution.",2023-03-20,2023-07-04,Firozabad,UP15,Area 4,278075,"22, Main Street, Area 4, Firozabad, 278075",Resolved,43.0,Medium
4837,Electricity Issue,Voltage Fluctuation,"In Ghaziabad, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. Other residents in my locality are also facing similar issues.",2015-07-27,2016-01-19,Ghaziabad,UP11,Area 5,229814,"165, Main Street, Area 5, Ghaziabad, 229814",Resolved,7.0,Medium
4838,Road Maintenance,Potholes,"As a taxi driver in Ghaziabad, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. People have started protesting due to this persistent problem.",2023-04-25,2023-08-11,Ghaziabad,UP11,Area 4,237341,"154, Bazaar Road, Area 4, Ghaziabad, 237341",In Progress,,Medium
4839,Corruption,Bribery,I had to pay a bribe of ₹2000 to get my land documents processed in Firozabad. Why should honest citizens have to pay extra just to get their rights? The local authorities visited once but didn't resolve the issue.,2018-09-29,2018-11-04,Firozabad,UP15,Area 1,276660,"65, Main Street, Area 1, Firozabad, 276660",In Progress,,Medium
4840,Crime,Theft,"There have been multiple thefts in our colony in Faizabad in the last month. People are scared, and yet there is no police patrolling. The local authorities visited once but didn't resolve the issue.",2017-07-09,2017-10-17,Faizabad,UP14,Area 3,299553,"16, Bazaar Road, Area 3, Faizabad, 299553",In Progress,,Medium
4841,Corruption,Favoritism in Govt Services,I had to pay a bribe of ₹2000 to get my land documents processed in Allahabad. Why should honest citizens have to pay extra just to get their rights? People have started protesting due to this persistent problem.,2019-05-09,2019-05-26,Allahabad,UP04,Area 2,257115,"37, Colony Road, Area 2, Allahabad, 257115",In Progress,,Low
4842,Water Supply,Pipeline Leakage,We haven't had running water in Muzaffarnagar for the past three days! We are forced to buy water from private tankers at a high cost. Why is no action being taken? The local authorities visited once but didn't resolve the issue.,2019-01-25,2019-06-26,Muzaffarnagar,UP19,Area 2,200922,"141, Colony Road, Area 2, Muzaffarnagar, 200922",In Progress,,Medium
4843,Electricity Issue,Voltage Fluctuation,"In Firozabad, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. The local authorities visited once but didn't resolve the issue.",2023-02-02,2023-07-14,Firozabad,UP15,Area 5,215194,"193, Main Street, Area 5, Firozabad, 215194",Resolved,59.0,Medium
4844,Public Transport,Fare Overcharging,"As a college student in Moradabad, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Other residents in my locality are also facing similar issues.",2021-05-14,2021-10-14,Moradabad,UP13,Area 5,278575,"131, Colony Road, Area 5, Moradabad, 278575",Resolved,20.0,Low
4845,Public Transport,Fare Overcharging,"Public buses in Jhansi are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? This problem has been ongoing for months with no proper solution.",2020-02-22,2020-06-14,Jhansi,UP09,Area 3,281735,"51, Colony Road, Area 3, Jhansi, 281735",Resolved,14.0,High
4846,Electricity Issue,Voltage Fluctuation,"In Kanpur, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. Despite multiple complaints, no action has been taken.",2016-12-26,2017-06-05,Kanpur,UP02,Area 5,269746,"44, Bazaar Road, Area 5, Kanpur, 269746",Resolved,6.0,High
4847,Road Maintenance,Potholes,"As a taxi driver in Mathura, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. The local authorities visited once but didn't resolve the issue.",2022-03-26,2022-05-14,Mathura,UP17,Area 4,222479,"87, Colony Road, Area 4, Mathura, 222479",Pending,,Medium
4848,Electricity Issue,Voltage Fluctuation,"In Ghaziabad, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. People have started protesting due to this persistent problem.",2014-04-10,2014-08-23,Ghaziabad,UP11,Area 2,262974,"115, Bazaar Road, Area 2, Ghaziabad, 262974",In Progress,,Low
4849,Corruption,Favoritism in Govt Services,"I had to pay a bribe of ₹2000 to get my land documents processed in Rampur. Why should honest citizens have to pay extra just to get their rights? Even after assurances from the authorities, nothing has changed.",2017-04-14,2017-07-02,Rampur,UP18,Area 3,262547,"126, Colony Road, Area 3, Rampur, 262547",In Progress,,Medium
4850,Public Transport,Fare Overcharging,"As a college student in Gorakhpur, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Other residents in my locality are also facing similar issues.",2024-05-30,2024-10-22,Gorakhpur,UP05,Area 1,268203,"81, Main Street, Area 1, Gorakhpur, 268203",In Progress,,Low
4851,Crime,Chain Snatching,"Cyber fraud is rampant in Allahabad. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. The local authorities visited once but didn't resolve the issue.",2022-03-02,2022-08-24,Allahabad,UP04,Area 4,221084,"33, Colony Road, Area 4, Allahabad, 221084",In Progress,,Low
4852,Crime,Cyber Crime,Chain snatching is increasing in Faizabad. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. This problem has been ongoing for months with no proper solution.,2020-01-02,2020-04-24,Faizabad,UP14,Area 3,203115,"135, Bazaar Road, Area 3, Faizabad, 203115",Pending,,Medium
4853,Crime,Robbery,Chain snatching is increasing in Faizabad. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. People have started protesting due to this persistent problem.,2016-05-08,2016-09-13,Faizabad,UP14,Area 1,234246,"178, Main Street, Area 1, Faizabad, 234246",Resolved,55.0,Low
4854,Road Maintenance,Unfinished Roadwork,"As a taxi driver in Moradabad, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. This problem has been ongoing for months with no proper solution.",2015-12-31,2016-03-15,Moradabad,UP13,Area 3,235404,"16, Bazaar Road, Area 3, Moradabad, 235404",Resolved,25.0,High
4855,Public Transport,Fare Overcharging,"Public buses in Muzaffarnagar are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? The local authorities visited once but didn't resolve the issue.",2016-05-09,2016-09-04,Muzaffarnagar,UP19,Area 5,204640,"15, Bazaar Road, Area 5, Muzaffarnagar, 204640",Resolved,54.0,Low
4856,Road Maintenance,Blocked Drainage,"As a taxi driver in Meerut, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. Children and elderly people are severely affected due to this issue.",2018-06-23,2018-11-04,Meerut,UP07,Area 5,207765,"187, Colony Road, Area 5, Meerut, 207765",Resolved,33.0,Low
4857,Electricity Issue,Meter Fault,"I live in Rampur, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? Other residents in my locality are also facing similar issues.",2017-06-26,2017-08-15,Rampur,UP18,Area 3,213429,"98, Main Street, Area 3, Rampur, 213429",Resolved,13.0,Low
4858,Electricity Issue,Power Outage,"I live in Muzaffarnagar, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? People have started protesting due to this persistent problem.",2018-05-18,2018-09-27,Muzaffarnagar,UP19,Area 5,219918,"18, Main Street, Area 5, Muzaffarnagar, 219918",Resolved,38.0,High
4859,Water Supply,Pipeline Leakage,"I am a resident of Kanpur, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. Despite multiple complaints, no action has been taken.",2020-02-09,2020-07-22,Kanpur,UP02,Area 5,240570,"165, Colony Road, Area 5, Kanpur, 240570",Pending,,Low
4860,Public Transport,Overcrowded Buses,"As a college student in Muzaffarnagar, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. The situation is worsening each day, and we need urgent help.",2018-10-04,2019-01-13,Muzaffarnagar,UP19,Area 3,267187,"31, Main Street, Area 3, Muzaffarnagar, 267187",Pending,,High
